2025-01-01 00:00:06 {"sensor_type":"temperature_humidity","temperature_c":24.30000114440918,"humidity":77.7000045776367}
2025-01-01 00:00:16 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.5999984741211}
2025-01-01 00:00:05 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.7000045776367}
2025-01-01 00:00:15 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.5}
2025-01-01 00:00:25 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.5}
2025-01-01 00:00:35 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.4000015258789}
2025-01-01 00:00:45 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.4000015258789}
2025-01-01 00:00:55 {"sensor_type":"temperature_humidity","temperature_c":24.399999618530273,"humidity":77.3000030517578}
2025-01-01 00:00:05 {"sensor_type":"temperature_humidity","temperature_c":24.5,"humidity":77.0999984741211}
2025-01-01 00:00:05 {"sensor_type":"temperature_humidity","temperature_c":24.5,"humidity":77}
2025-01-01 00:00:15 {"sensor_type":"temperature_humidity","temperature_c":24.5,"humidity":76.9000015258789}
2025-01-01 00:00:25 {"sensor_type":"temperature_humidity","temperature_c":24.5,"humidity":76.9000015258789}
2025-01-01 00:00:35 {"sensor_type":"temperature_humidity","temperature_c":24.5,"humidity":76.9000015258789}
2025-01-01 00:00:05 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":75.8000030517578}
2025-01-01 00:00:15 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":75.9000015258789}
2025-01-01 00:00:25 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":75.9000015258789}
2025-01-01 00:00:35 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":75.9000015258789}
2025-01-01 00:00:45 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76}
2025-01-01 00:00:55 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:01:05 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.2000045776367}
2025-01-01 00:01:15 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:01:25 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:01:35 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:01:45 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:01:56 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:06 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:16 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:26 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:36 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:46 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.0999984741211}
2025-01-01 00:02:56 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.2000045776367}
2025-01-01 00:03:06 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.2000045776367}
2025-01-01 00:03:16 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:03:26 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:03:36 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:03:46 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:03:56 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:04:06 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:04:16 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:04:26 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:04:37 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:04:47 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:04:57 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:05:07 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:05:17 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.3000030517578}
2025-01-01 00:00:05 {"sensor_type":"temperature_humidity","temperature_c":24.600000381469727,"temperature_f":76.279998779296875,"humidity":76.5}
2025-01-01 00:00:15 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:00:25 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:00:35 {"sensor_type":"temperature_humidity","temperature_c":24.600000381469727,"temperature_f":76.279998779296875,"humidity":76.5}
2025-01-01 00:00:45 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:00:55 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:01:05 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:01:15 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:01:25 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:01:35 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
2025-01-01 00:01:45 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":77.4000015258789}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":77.0999984741211}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":77}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.7000045776367}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5999984741211}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.4000015258789}
 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:00:00 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
2025-01-01 00:00:01 {"sensor_type":"temperature_humidity","temperature_c":24.700000762939453,"temperature_f":76.459999084472656,"humidity":76.5}
